-0.125 -0.125 0.225
-0.0625 -0.125 0.225
0.0 -0.125 0.225
0.0625 -0.125 0.225
0.125 -0.125 0.225
-0.125 -0.0625 0.225
-0.0625 -0.0625 0.225
0.0 -0.0625 0.225
0.0625 -0.0625 0.225
0.125 -0.0625 0.225
-0.125 0.0 0.225
-0.0625 0.0 0.225
0.0 0.0 0.225
0.0625 0.0 0.225
0.125 0.0 0.225
-0.125 0.0625 0.225
-0.0625 0.0625 0.225
0.0 0.0625 0.225
0.0625 0.0625 0.225
0.125 0.0625 0.225
-0.125 0.125 0.225
-0.0625 0.125 0.225
0.0 0.125 0.225
0.0625 0.125 0.225
0.125 0.125 0.225
-0.125 0.125 0.1625
-0.0625 0.125 0.1625
0.0 0.125 0.1625
0.0625 0.125 0.1625
0.125 0.125 0.1625
-0.125 0.125 0.1
-0.0625 0.125 0.1
0.0 0.125 0.1
0.0625 0.125 0.1
0.125 0.125 0.1
-0.125 0.125 0.0375
-0.0625 0.125 0.0375
0.0 0.125 0.0375
0.0625 0.125 0.0375
0.125 0.125 0.0375
-0.125 0.125 -0.025
-0.0625 0.125 -0.025
0.0 0.125 -0.025
0.0625 0.125 -0.025
0.125 0.125 -0.025
-0.125 0.0625 -0.025
-0.0625 0.0625 -0.025
0.0 0.0625 -0.025
0.0625 0.0625 -0.025
0.125 0.0625 -0.025
-0.125 0.0 -0.025
-0.0625 0.0 -0.025
0.0 0.0 -0.025
0.0625 0.0 -0.025
0.125 0.0 -0.025
-0.125 -0.0625 -0.025
-0.0625 -0.0625 -0.025
0.0 -0.0625 -0.025
0.0625 -0.0625 -0.025
0.125 -0.0625 -0.025
-0.125 -0.125 -0.025
-0.0625 -0.125 -0.025
0.0 -0.125 -0.025
0.0625 -0.125 -0.025
0.125 -0.125 -0.025
-0.125 -0.125 0.0375
-0.0625 -0.125 0.0375
0.0 -0.125 0.0375
0.0625 -0.125 0.0375
0.125 -0.125 0.0375
-0.125 -0.125 0.1
-0.0625 -0.125 0.1
0.0 -0.125 0.1
0.0625 -0.125 0.1
0.125 -0.125 0.1
-0.125 -0.125 0.1625
-0.0625 -0.125 0.1625
0.0 -0.125 0.1625
0.0625 -0.125 0.1625
0.125 -0.125 0.1625
0.125 -0.0625 0.0375
0.125 0.0 0.0375
0.125 0.0625 0.0375
0.125 -0.0625 0.1
0.125 0.0 0.1
0.125 0.0625 0.1
0.125 -0.0625 0.1625
0.125 0.0 0.1625
0.125 0.0625 0.1625
-0.125 -0.0625 0.0375
-0.125 0.0 0.0375
-0.125 0.0625 0.0375
-0.125 -0.0625 0.1
-0.125 0.0 0.1
-0.125 0.0625 0.1
-0.125 -0.0625 0.1625
-0.125 0.0 0.1625
-0.125 0.0625 0.1625
