-2.95682 -0.8 3.5238
-3.59961 -0.85 4.28985
-4.2424 -0.95 5.05589
-4.88519 -1.05 5.82194
-5.52797 -1.1 6.58798
-6.17076 -1.2 7.35403
-5.91365 -2.0 7.04761
-5.33514 -3.0 6.35817
-4.62807 -4.0 5.51552
-3.69603 -5.0 4.40476
-2.57115 -1.6 3.06418
-1.92836 -2.5 2.29813
-1.41413 -3.2 1.6853
-0.642788 -4.0 0.766044
-0.907038 -4.0072 1.08097
-1.43425 -4.0645 1.70928
-1.95767 -4.1789 2.33306
-2.4746 -4.35 2.94912
-2.98266 -4.5765 3.5546
0.0 -5.0 0.0
-0.00976542 -4.82635 0.011638
-0.0387648 -4.65798 0.0461981
-0.0861175 -4.5 0.102631
-0.150384 -4.35721 0.179221
-0.229611 -4.23396 0.27364
-0.321394 -4.13397 0.383022
-0.422941 -4.06031 0.504042
-0.531169 -4.01519 0.633022
-0.642788 -4.0 0.766044
-0.642788 -4.0 0.766044
-0.907051 -4.00718 1.08098
-1.17099 -4.0287 1.39553
-1.43428 -4.06453 1.70931
-1.69661 -4.11464 2.02194
-1.95766 -4.17896 2.33305
-2.2171 -4.25742 2.64224
-2.47463 -4.34992 2.94915
-2.72993 -4.45634 3.2534
-2.98268 -4.57655 3.55461
-3.23258 -4.71042 3.85244
-3.47933 -4.85777 4.1465
-3.69603 -5.0 4.40476
0.0 -5.0 0.0
-0.0441941 -4.83227 -0.0172511
-0.106576 -4.66963 -0.0107022
-0.185251 -4.51704 0.0194477
-0.277828 -4.37911 0.0722827
-0.381493 -4.26006 0.146197
-0.493098 -4.16348 0.238945
-0.609251 -4.09233 0.34771
-0.726424 -4.04875 0.469184
-0.841054 -4.03407 0.599679
-0.841054 -4.03407 0.599679
-1.10389 -4.04101 0.915809
-1.36356 -4.06179 1.23393
-1.61976 -4.09641 1.55368
-1.87215 -4.14481 1.87465
-2.12045 -4.20694 2.19646
-2.36433 -4.28272 2.5187
-2.60352 -4.37207 2.841
-2.83772 -4.47486 3.16295
-3.06663 -4.59098 3.48417
-3.28999 -4.72029 3.80426
-3.50752 -4.86262 4.12284
-3.69603 -5.0 4.40476
0.0 -5.0 0.0
-0.0762765 -4.84962 -0.0441715
-0.169766 -4.7038 -0.063725
-0.277629 -4.56699 -0.0580661
-0.396586 -4.44333 -0.0273674
-0.523023 -4.33659 0.0274385
-0.653101 -4.25 0.104687
-0.782864 -4.1862 0.202031
-0.908372 -4.14713 0.316511
-1.02581 -4.13397 0.444651
-1.02581 -4.13397 0.444651
-1.28732 -4.14019 0.761893
-1.54302 -4.15883 1.08336
-1.79259 -4.18986 1.40866
-2.03572 -4.23326 1.7374
-2.27214 -4.28896 2.06917
-2.50153 -4.35691 2.40358
-2.72363 -4.43701 2.74022
-2.93816 -4.52917 3.07867
-3.14487 -4.63329 3.41852
-3.34349 -4.74922 3.75937
-3.5338 -4.87683 4.10079
-3.69603 -5.0 4.40476
0.0 -5.0 0.0
-0.103826 -4.87721 -0.0672886
-0.224029 -4.75816 -0.109257
-0.356955 -4.64645 -0.124629
-0.498567 -4.54548 -0.112939
-0.644559 -4.45832 -0.0745417
-0.790498 -4.38763 -0.0106029
-0.93195 -4.33554 0.0769333
-1.06461 -4.30364 0.185408
-1.18446 -4.29289 0.311525
-1.18446 -4.29289 0.311525
-1.44484 -4.29797 0.629723
-1.69712 -4.31318 0.954049
-1.941 -4.33852 1.28412
-2.17619 -4.37396 1.61953
-2.4024 -4.41944 1.95987
-2.61934 -4.47492 2.30472
-2.82676 -4.54032 2.65367
-3.02441 -4.61557 3.00629
-3.21205 -4.70058 3.36215
-3.38944 -4.79524 3.72082
-3.55637 -4.89943 4.08185
-3.69603 -5.0 4.40476
0.0 -5.0 0.0
-0.124966 -4.91318 -0.085027
-0.265666 -4.82899 -0.144194
-0.417825 -4.75 -0.175705
-0.576818 -4.67861 -0.1786
-0.737816 -4.61698 -0.152794
-0.895927 -4.56699 -0.0990685
-1.04635 -4.53015 -0.0190574
-1.1845 -4.5076 0.0848094
-1.3062 -4.5 0.209374
-1.3062 -4.5 0.209374
-1.5657 -4.50359 0.528305
-1.81536 -4.51435 0.854829
-2.05489 -4.53227 1.18857
-2.28397 -4.55732 1.52909
-2.50235 -4.58948 1.876
-2.70974 -4.62871 2.22887
-2.9059 -4.67496 2.58727
-3.0906 -4.72817 2.95076
-3.2636 -4.78828 3.31889
-3.42469 -4.85521 3.69124
-3.57368 -4.92889 4.06733
-3.69603 -5.0 4.40476
0.0 -5.0 0.0
-0.138255 -4.95506 -0.0961774
-0.29184 -4.91148 -0.166157
-0.456089 -4.87059 -0.207812
-0.62601 -4.83363 -0.219877
-0.79644 -4.80173 -0.201985
-0.962202 -4.77586 -0.15468
-1.11826 -4.75679 -0.079399
-1.25987 -4.74511 0.02157
-1.38273 -4.74118 0.145159
-1.38273 -4.74118 0.145159
-1.64168 -4.74304 0.464551
-1.88969 -4.74861 0.792458
-2.12648 -4.75788 1.1285
-2.35173 -4.77085 1.47224
-2.56518 -4.7875 1.82328
-2.76657 -4.80781 2.18118
-2.95565 -4.83175 2.54552
-3.1322 -4.85929 2.91585
